"AE","Count","Frequency","PRR","Drug","fill","id"
"Memory impairment",28,0.00155477816647232,0.578059192074765,"RIVAROXABAN","#FFFFE4",875
"Muscle spasms",33,0.00183241712477095,0.564739399241072,"RIVAROXABAN","#FFFFFF",876
"Muscular weakness",20,0.00111055583319451,0.547663633898903,"RIVAROXABAN","#FFFFFF",877
"Musculoskeletal pain",16,0.000888444666555611,0.653611001373291,"RIVAROXABAN","#FFFFC9",878
"Myalgia",29,0.00161030595813205,0.533407025300909,"RIVAROXABAN","#FFFFFF",879
"Nasal congestion",11,0.000610805708256983,0.725383015229506,"RIVAROXABAN","#FFFFAE",880
"Nasopharyngitis",42,0.00233216724970848,0.658900279589935,"RIVAROXABAN","#FFFFC9",881
"Nausea",105,0.0058304181242712,0.423525511000156,"RIVAROXABAN","white",882
"Neuropathy peripheral",10,0.000555277916597257,0.310059256086243,"RIVAROXABAN","white",883
"Off label use",242,0.0134377255816536,0.986085114327988,"RIVAROXABAN","#FFFF5D",884
"Oropharyngeal pain",14,0.00077738908323616,0.488381246134445,"RIVAROXABAN","white",885
"Pain",57,0.00316508412460436,0.331594661823033,"RIVAROXABAN","white",886
"Pain in extremity",80,0.00444222333277806,0.763587613459045,"RIVAROXABAN","#FFFFAE",887
"Palpitations",26,0.00144372258315287,0.78281546801991,"RIVAROXABAN","#FFFFAE",888
"Paraesthesia",27,0.00149925037481259,0.501610564274989,"RIVAROXABAN","#FFFFFF",889
"Peripheral swelling",71,0.00394247320784052,1.10932311621967,"RIVAROXABAN","#FFFF28",890
"Pneumonia",93,0.00516408462435449,0.879264629049112,"RIVAROXABAN","#FFFF78",891
"Product use issue",101,0.0056083069576323,0.556743988871289,"RIVAROXABAN","#FFFFFF",892
"Pruritus",46,0.00255427841634738,0.50893148284014,"RIVAROXABAN","#FFFFFF",893
"Pyrexia",47,0.00260980620800711,0.451109092636916,"RIVAROXABAN","white",894
"Rash",52,0.00288744516630574,0.42270250642469,"RIVAROXABAN","white",895
"Renal disorder",11,0.000610805708256983,0.659993921308576,"RIVAROXABAN","#FFFFC9",896
"Rhinorrhoea",10,0.000555277916597257,0.605085336119819,"RIVAROXABAN","#FFFFE4",897
"Somnolence",40,0.00222111166638903,0.628709574683691,"RIVAROXABAN","#FFFFE4",898
"Swelling",25,0.00138819479149314,0.806715259047916,"RIVAROXABAN","#FFFF93",899
"Syncope",39,0.0021655838747293,1.35386792000384,"RIVAROXABAN","#FFD600",900
"Tremor",17,0.000943972458215337,0.334238749077608,"RIVAROXABAN","white",901
"Unevaluable event",13,0.000721861291576434,0.308584889675942,"RIVAROXABAN","white",902
"Upper respiratory tract infection",10,0.000555277916597257,0.645789653685447,"RIVAROXABAN","#FFFFE4",903
"Urinary tract infection",57,0.00316508412460436,1.04457187705707,"RIVAROXABAN","#FFFF43",904
"Urticaria",20,0.00111055583319451,0.451760545066833,"RIVAROXABAN","white",905
"Vision blurred",11,0.000610805708256983,0.233268879578902,"RIVAROXABAN","white",906
"Visual impairment",12,0.000666333499916708,0.359133382948813,"RIVAROXABAN","white",907
"Vomiting",61,0.00338719529124327,0.424225683201865,"RIVAROXABAN","white",908
"Weight decreased",51,0.00283191737464601,0.558800823468863,"RIVAROXABAN","#FFFFFF",909
"Weight increased",38,0.00211005608306958,0.576052999919718,"RIVAROXABAN","#FFFFE4",910
"Abdominal discomfort",37,0.00234741784037559,0.785011366902715,"LENALIDOMIDE","#FFFFAE",911
"Abdominal distension",18,0.00114198705748002,0.682955243251326,"LENALIDOMIDE","#FFFFC9",912
"Abdominal pain",46,0.00291841136911559,0.772455920585225,"LENALIDOMIDE","#FFFFAE",913
"Abdominal pain upper",36,0.00228397411496003,0.710782839488777,"LENALIDOMIDE","#FFFFC9",914
"Alopecia",21,0.00133231823372668,0.328252909652736,"LENALIDOMIDE","white",915
"Anxiety",29,0.00183986803705114,0.388150137794069,"LENALIDOMIDE","white",916
"Arthralgia",47,0.00298185509453115,0.404483886248647,"LENALIDOMIDE","white",917
"Arthropathy",31,0.00196675548788225,2.04680652418349,"LENALIDOMIDE","red",918
"Asthenia",181,0.0114833143002157,1.82785482981999,"LENALIDOMIDE","#FF3500",919
"Back pain",102,0.00647125999238675,1.54046754506566,"LENALIDOMIDE","#FFA100",920
"Balance disorder",37,0.00234741784037559,1.61373427444914,"LENALIDOMIDE","#FF8600",921
"Blood glucose increased",17,0.00107854333206446,0.359347512360972,"LENALIDOMIDE","white",922
"Blood pressure increased",17,0.00107854333206446,0.386648775233265,"LENALIDOMIDE","white",923
"Cataract",42,0.00266463646745337,2.64191230695205,"LENALIDOMIDE","red",924
"Chest pain",47,0.00298185509453115,0.995329977865189,"LENALIDOMIDE","#FFFF5D",925
"Chills",15,0.000951655881233346,0.528126822444452,"LENALIDOMIDE","#FFFFFF",926
"Chronic obstructive pulmonary disease",15,0.000951655881233346,1.01380373481063,"LENALIDOMIDE","#FFFF5D",927
"Confusional state",30,0.00190331176246669,0.637678780408766,"LENALIDOMIDE","#FFFFE4",928
"Constipation",182,0.0115467580256313,3.28176997069824,"LENALIDOMIDE","red",929
"Contusion",19,0.00120543078289557,0.668137811945306,"LENALIDOMIDE","#FFFFC9",930
"Cough",83,0.00526582920949118,1.12008922430859,"LENALIDOMIDE","#FFFF28",931
"Death",460,0.0291841136911559,1.87993167721585,"LENALIDOMIDE","#FF1A00",932
"Decreased appetite",117,0.0074229158736201,1.66996707071103,"LENALIDOMIDE","#FF6B00",933
"Dehydration",80,0.00507549803324451,2.29287340925592,"LENALIDOMIDE","red",934
"Depression",37,0.00234741784037559,0.632090120646196,"LENALIDOMIDE","#FFFFE4",935
"Diabetes mellitus",15,0.000951655881233346,0.834317081371392,"LENALIDOMIDE","#FFFF93",936
"Diarrhoea",399,0.025314046440807,2.23296796776788,"LENALIDOMIDE","red",937
"Dizziness",126,0.00799390940236011,0.915670419554937,"LENALIDOMIDE","#FFFF78",938
"Drug dose omission",59,0.00374317979951783,0.455636589405165,"LENALIDOMIDE","white",939
"Drug hypersensitivity",18,0.00114198705748002,0.189228452211757,"LENALIDOMIDE","white",940
"Drug ineffective",102,0.00647125999238675,0.313660865097267,"LENALIDOMIDE","white",941
"Dry mouth",25,0.00158609313538891,1.16595698701712,"LENALIDOMIDE","#FFFF28",942
"Dysgeusia",46,0.00291841136911559,1.98356893634441,"LENALIDOMIDE","#FF0000",943
"Dyspepsia",21,0.00133231823372668,0.839097933969047,"LENALIDOMIDE","#FFFF93",944
"Dysphagia",17,0.00107854333206446,0.669906975145713,"LENALIDOMIDE","#FFFFC9",945
"Dysphonia",21,0.00133231823372668,1.27198002490435,"LENALIDOMIDE","#FFF100",946
"Dyspnoea",173,0.0109757644968913,1.14132754139774,"LENALIDOMIDE","#FFFF28",947
"Fall",132,0.00837457175485344,1.31239193964844,"LENALIDOMIDE","#FFF100",948
"Fatigue",456,0.0289303387894937,2.09627029854909,"LENALIDOMIDE","red",949
"Feeling abnormal",61,0.00387006725034894,0.851327890954963,"LENALIDOMIDE","#FFFF93",950
"Gait disturbance",14,0.00088821215581779,0.246611037894785,"LENALIDOMIDE","white",951
"Gastrooesophageal reflux disease",12,0.000761324704986677,0.610446946369958,"LENALIDOMIDE","#FFFFE4",952
"Headache",66,0.00418728587742672,0.361369627737152,"LENALIDOMIDE","white",953
"Heart rate increased",17,0.00107854333206446,0.695304020698447,"LENALIDOMIDE","#FFFFC9",954
"Hyperhidrosis",24,0.00152264940997335,0.644265134009232,"LENALIDOMIDE","#FFFFE4",955
"Hypersensitivity",45,0.00285496764370004,0.983199800897735,"LENALIDOMIDE","#FFFF5D",956
"Hypertension",39,0.0024743052912067,0.692319992266208,"LENALIDOMIDE","#FFFFC9",957
"Hypoaesthesia",71,0.0045045045045045,1.73936404270595,"LENALIDOMIDE","#FF5000",958
"Hypotension",70,0.00444106077908895,1.37071820035355,"LENALIDOMIDE","#FFD600",959
"Infection",74,0.00469483568075117,2.04209038011855,"LENALIDOMIDE","red",960
"Influenza",30,0.00190331176246669,1.28491080097347,"LENALIDOMIDE","#FFF100",961
"Insomnia",76,0.00482172313158229,0.956331058294954,"LENALIDOMIDE","#FFFF5D",962
"Joint swelling",34,0.00215708666412892,1.0897253597942,"LENALIDOMIDE","#FFFF43",963
"Loss of consciousness",34,0.00215708666412892,1.09958712775614,"LENALIDOMIDE","#FFFF28",964
"Malaise",91,0.00577337901281563,0.598074286039318,"LENALIDOMIDE","#FFFFE4",965
"Memory impairment",53,0.00336251744702449,1.26638617805931,"LENALIDOMIDE","#FFF100",966
"Muscle spasms",111,0.00704225352112676,2.2355818603059,"LENALIDOMIDE","red",967
"Muscular weakness",29,0.00183986803705114,0.914099993746561,"LENALIDOMIDE","#FFFF78",968
"Musculoskeletal pain",13,0.000824768430402233,0.606792570092369,"LENALIDOMIDE","#FFFFE4",969
"Myalgia",21,0.00133231823372668,0.441127532516424,"LENALIDOMIDE","white",970
"Nasal congestion",17,0.00107854333206446,1.29432093333746,"LENALIDOMIDE","#FFF100",971
"Nasopharyngitis",73,0.00463139195533562,1.32466922785221,"LENALIDOMIDE","#FFD600",972
"Nausea",204,0.0129425199847735,0.950103465931185,"LENALIDOMIDE","#FFFF5D",973
"Neuropathy peripheral",221,0.014021063316838,9.03249125959513,"LENALIDOMIDE","red",974
"Off label use",21,0.00133231823372668,0.0962755887996878,"LENALIDOMIDE","white",975
"Oropharyngeal pain",24,0.00152264940997335,0.965717618184141,"LENALIDOMIDE","#FFFF5D",976
"Pain",92,0.00583682273823119,0.615542337840555,"LENALIDOMIDE","#FFFFE4",977
"Pain in extremity",64,0.00406039842659561,0.697564994504849,"LENALIDOMIDE","#FFFFC9",978
"Palpitations",17,0.00107854333206446,0.583104391683521,"LENALIDOMIDE","#FFFFE4",979
"Paraesthesia",48,0.00304529881994671,1.02947091930958,"LENALIDOMIDE","#FFFF43",980
"Peripheral swelling",96,0.00609059763989341,1.7315895715327,"LENALIDOMIDE","#FF5000",981
"Pneumonia",381,0.024172059383327,4.36398641328219,"LENALIDOMIDE","red",982
"Product use issue",10,0.000634437254155564,0.0625106927334857,"LENALIDOMIDE","white",983
"Pruritus",88,0.00558304783656896,1.12566234823537,"LENALIDOMIDE","#FFFF28",984
"Pyrexia",165,0.0104682146935668,1.85608057370602,"LENALIDOMIDE","#FF1A00",985
"Rash",267,0.0169394746859536,2.57621796857345,"LENALIDOMIDE","red",986
"Renal disorder",31,0.00196675548788225,2.18292419943707,"LENALIDOMIDE","red",987
"Rhinorrhoea",14,0.00088821215581779,0.975029755184496,"LENALIDOMIDE","#FFFF5D",988
"Somnolence",21,0.00133231823372668,0.375821328172052,"LENALIDOMIDE","white",989
"Swelling",18,0.00114198705748002,0.662299582741151,"LENALIDOMIDE","#FFFFC9",990
"Syncope",34,0.00215708666412892,1.34724188625978,"LENALIDOMIDE","#FFD600",991
"Tremor",50,0.00317218627077782,1.14083261459137,"LENALIDOMIDE","#FFFF28",992
"Unevaluable event",86,0.00545616038573785,2.42234169227855,"LENALIDOMIDE","red",993
"Upper respiratory tract infection",32,0.0020301992132978,2.43636881569403,"LENALIDOMIDE","red",994
"Urinary tract infection",91,0.00577337901281563,1.93429230057326,"LENALIDOMIDE","#FF0000",995
"Urticaria",24,0.00152264940997335,0.622069236373375,"LENALIDOMIDE","#FFFFE4",996
"Vision blurred",32,0.0020301992132978,0.784274745214839,"LENALIDOMIDE","#FFFFAE",997
"Visual impairment",19,0.00120543078289557,0.654059050104195,"LENALIDOMIDE","#FFFFC9",998
"Vomiting",104,0.00659814744321787,0.833436185971299,"LENALIDOMIDE","#FFFF93",999
"Weight decreased",111,0.00704225352112676,1.41165856348053,"LENALIDOMIDE","#FFBB00",1000
"Weight increased",58,0.00367973607410227,1.01324618921861,"LENALIDOMIDE","#FFFF5D",1001
"Abdominal discomfort",90,0.00300741829846956,1.00977768882648,"ADALIMUMAB","#FFFF5D",1002
"Abdominal distension",57,0.00190469825569739,1.15097230753206,"ADALIMUMAB","#FFFF28",1003
"Abdominal pain",201,0.00671656753324868,1.83327987497365,"ADALIMUMAB","#FF3500",1004
"Abdominal pain upper",73,0.00243935039764753,0.756876078400406,"ADALIMUMAB","#FFFFAE",1005
"Alopecia",106,0.0035420704404197,0.879404985885606,"ADALIMUMAB","#FFFF78",1006
"Anxiety",92,0.00307424981621333,0.647925356133472,"ADALIMUMAB","#FFFFE4",1007
"Arthralgia",443,0.0148031811802446,2.10173898433036,"ADALIMUMAB","red",1008
"Arthropathy",66,0.00220544008554434,2.35428473266548,"ADALIMUMAB","red",1009
"Asthenia",174,0.00581434204370781,0.909827094284795,"ADALIMUMAB","#FFFF78",1010
"Back pain",148,0.00494553231303883,1.17302208191972,"ADALIMUMAB","#FFFF28",1011
"Balance disorder",25,0.0008353939717971,0.560139551079107,"ADALIMUMAB","#FFFFFF",1012
"Blood glucose increased",35,0.00116955156051594,0.38611480331549,"ADALIMUMAB","white",1013
"Blood pressure increased",42,0.00140346187261913,0.500196292410794,"ADALIMUMAB","#FFFFFF",1014
"Cataract",54,0.00180445097908173,1.78450344741108,"ADALIMUMAB","#FF3500",1015
"Chest pain",83,0.00277350798636637,0.92354900847516,"ADALIMUMAB","#FFFF78",1016
"Chills",53,0.00177103522020985,0.990578188704058,"ADALIMUMAB","#FFFF5D",1017
"Chronic obstructive pulmonary disease",38,0.00126979883713159,1.36867342847879,"ADALIMUMAB","#FFD600",1018
"Confusional state",31,0.0010358885250284,0.341733036941724,"ADALIMUMAB","white",1019
"Constipation",71,0.00237251887990376,0.641262503979448,"ADALIMUMAB","#FFFFE4",1020
"Contusion",58,0.00193811401456927,1.08334589319481,"ADALIMUMAB","#FFFF43",1021
"Cough",97,0.00324132861057275,0.680873963812767,"ADALIMUMAB","#FFFFC9",1022
"Death",215,0.00718438815745506,0.447678827217467,"ADALIMUMAB","white",1023
"Decreased appetite",91,0.00304083405734144,0.669016676320108,"ADALIMUMAB","#FFFFC9",1024
"Dehydration",81,0.0027066764686226,1.20413710556249,"ADALIMUMAB","#FFFF0D",1025
"Depression",112,0.00374256499365101,1.01466061272247,"ADALIMUMAB","#FFFF5D",1026
"Diabetes mellitus",61,0.00203836129118492,1.84134184076322,"ADALIMUMAB","#FF3500",1027
"Diarrhoea",271,0.00905567065428056,0.776523977446285,"ADALIMUMAB","#FFFFAE",1028
"Dizziness",151,0.00504577958965448,0.570703855859882,"ADALIMUMAB","#FFFFFF",1029
"Drug dose omission",63,0.00210519280892869,0.252362548339959,"ADALIMUMAB","white",1030
"Drug hypersensitivity",123,0.00411013834124173,0.683546674222362,"ADALIMUMAB","#FFFFC9",1031
"Drug ineffective",920,0.0307424981621333,1.53415719169992,"ADALIMUMAB","#FFA100",1032
"Dry mouth",17,0.000568067900822028,0.408366244516052,"ADALIMUMAB","white",1033
"Dysgeusia",14,0.000467820624206376,0.30559366023821,"ADALIMUMAB","white",1034
"Dyspepsia",32,0.00106930428390029,0.668001916464368,"ADALIMUMAB","#FFFFC9",1035
"Dysphagia",32,0.00106930428390029,0.660558998175071,"ADALIMUMAB","#FFFFC9",1036
"Dysphonia",20,0.00066831517743768,0.6273562972086,"ADALIMUMAB","#FFFFE4",1037
"Dyspnoea",171,0.00571409476709216,0.584713582001521,"ADALIMUMAB","#FFFFE4",1038
"Fall",229,0.00765220878166143,1.2005928501718,"ADALIMUMAB","#FFFF0D",1039
"Fatigue",322,0.0107598743567466,0.759219884177556,"ADALIMUMAB","#FFFFAE",1040
"Feeling abnormal",59,0.00197152977344115,0.426668094057886,"ADALIMUMAB","white",1041
"Gait disturbance",152,0.00507919534852636,1.44970171381987,"ADALIMUMAB","#FFBB00",1042
"Gastrooesophageal reflux disease",17,0.000568067900822028,0.450334178492232,"ADALIMUMAB","white",1043
"Headache",230,0.00768562454053332,0.663274108367979,"ADALIMUMAB","#FFFFC9",1044
"Heart rate increased",23,0.000768562454053332,0.489784091947878,"ADALIMUMAB","white",1045
"Hyperhidrosis",41,0.00137004611374724,0.57517557348195,"ADALIMUMAB","#FFFFE4",1046
"Hypersensitivity",55,0.00183786673795362,0.625370992470598,"ADALIMUMAB","#FFFFE4",1047
"Hypertension",97,0.00324132861057275,0.909051770212239,"ADALIMUMAB","#FFFF78",1048
"Hypoaesthesia",109,0.00364231771703535,1.40724815753423,"ADALIMUMAB","#FFBB00",1049
"Hypotension",34,0.00113613580164406,0.340949895624362,"ADALIMUMAB","white",1050
"Infection",139,0.00464479048319187,2.05297425061872,"ADALIMUMAB","red",1051
"Influenza",47,0.00157054066697855,1.05705728150683,"ADALIMUMAB","#FFFF43",1052
"Insomnia",61,0.00203836129118492,0.39662155903257,"ADALIMUMAB","white",1053
"Joint swelling",206,0.0068836463276081,3.78807228218356,"ADALIMUMAB","red",1054
"Loss of consciousness",79,0.00263984495087883,1.35912026605073,"ADALIMUMAB","#FFD600",1055
"Malaise",260,0.00868809730668984,0.90341954181311,"ADALIMUMAB","#FFFF78",1056
"Memory impairment",40,0.00133663035487536,0.492811056410745,"ADALIMUMAB","white",1057
"Muscle spasms",40,0.00133663035487536,0.407458213650946,"ADALIMUMAB","white",1058
"Muscular weakness",42,0.00140346187261913,0.691276275297316,"ADALIMUMAB","#FFFFC9",1059
"Musculoskeletal pain",66,0.00220544008554434,1.66929233177903,"ADALIMUMAB","#FF6B00",1060
"Myalgia",26,0.000868809730668983,0.28366110089097,"ADALIMUMAB","white",1061
"Nasal congestion",11,0.000367573347590724,0.430737695474464,"ADALIMUMAB","white",1062
"Nasopharyngitis",102,0.00340840740493217,0.968463700959912,"ADALIMUMAB","#FFFF5D",1063
"Nausea",301,0.0100581434204371,0.732546641869869,"ADALIMUMAB","#FFFFAE",1064
"Neuropathy peripheral",29,0.000969057007284635,0.540311103865546,"ADALIMUMAB","#FFFFFF",1065
"Off label use",49,0.00163737218472232,0.116721847244633,"ADALIMUMAB","white",1066
"Oropharyngeal pain",43,0.00143687763149101,0.909152037698696,"ADALIMUMAB","#FFFF78",1067
"Pain",410,0.0137004611374724,1.47708554541488,"ADALIMUMAB","#FFA100",1068
"Pain in extremity",238,0.00795295061150839,1.39095726345807,"ADALIMUMAB","#FFD600",1069
"Palpitations",27,0.000902225489540867,0.483011343490568,"ADALIMUMAB","white",1070
"Paraesthesia",64,0.00213860856780057,0.715896393493889,"ADALIMUMAB","#FFFFC9",1071
"Peripheral swelling",177,0.00591458932032346,1.69852300182254,"ADALIMUMAB","#FF5000",1072
"Pneumonia",168,0.00561384749047651,0.956763551823605,"ADALIMUMAB","#FFFF5D",1073
"Product use issue",30,0.00100247276615652,0.0974337187786995,"ADALIMUMAB","white",1074
"Pruritus",96,0.00320791285170086,0.637760682236263,"ADALIMUMAB","#FFFFE4",1075
"Pyrexia",151,0.00504577958965448,0.878169578479312,"ADALIMUMAB","#FFFF78",1076
"Rash",154,0.00514602686627013,0.75591291548905,"ADALIMUMAB","#FFFFAE",1077
"Renal disorder",24,0.000801978212925216,0.868647180750369,"ADALIMUMAB","#FFFF93",1078
"Rhinorrhoea",18,0.000601483659693912,0.653080209028046,"ADALIMUMAB","#FFFFC9",1079
"Somnolence",31,0.0010358885250284,0.288514956463515,"ADALIMUMAB","white",1080
"Swelling",70,0.00233910312103188,1.38147866379324,"ADALIMUMAB","#FFD600",1081
"Syncope",42,0.00140346187261913,0.867587854920185,"ADALIMUMAB","#FFFF93",1082
"Tremor",35,0.00116955156051594,0.411539260812662,"ADALIMUMAB","white",1083
"Unevaluable event",45,0.00150370914923478,0.644092866701972,"ADALIMUMAB","#FFFFE4",1084
"Upper respiratory tract infection",25,0.0008353939717971,0.977657818044404,"ADALIMUMAB","#FFFF5D",1085
"Urinary tract infection",123,0.00411013834124173,1.37172233269454,"ADALIMUMAB","#FFD600",1086
"Urticaria",46,0.00153712490810666,0.624340161164327,"ADALIMUMAB","#FFFFE4",1087
"Vision blurred",42,0.00140346187261913,0.535939979255474,"ADALIMUMAB","#FFFFFF",1088
"Visual impairment",36,0.00120296731938782,0.649107701673861,"ADALIMUMAB","#FFFFE4",1089
"Vomiting",213,0.00711755663971129,0.898643696866161,"ADALIMUMAB","#FFFF78",1090
"Weight decreased",193,0.00644924146227361,1.29610759250556,"ADALIMUMAB","#FFF100",1091
"Weight increased",76,0.00253959767426318,0.692115656920455,"ADALIMUMAB","#FFFFC9",1092
"Abdominal discomfort",106,0.00387002555677254,1.31106326573343,"GABAPENTIN","#FFF100",1093
"Abdominal distension",45,0.00164293537787514,0.987559574908973,"GABAPENTIN","#FFFF5D",1094
"Abdominal pain",98,0.00357794815626141,0.94930338168007,"GABAPENTIN","#FFFF5D",1095
"Abdominal pain upper",89,0.00324936108068638,1.01677685705249,"GABAPENTIN","#FFFF5D",1096
"Alopecia",91,0.00332238043081417,0.823761448957887,"GABAPENTIN","#FFFF93",1097
"Anxiety",165,0.00602409638554217,1.2957341940295,"GABAPENTIN","#FFF100",1098
"Arthralgia",209,0.00763052208835341,1.04724854369654,"GABAPENTIN","#FFFF43",1099
"Arthropathy",25,0.000912741876597298,0.931185124149643,"GABAPENTIN","#FFFF78",1100
"Asthenia",229,0.00836071558963125,1.32487705786387,"GABAPENTIN","#FFD600",1101
"Back pain",155,0.00565899963490325,1.34860949777729,"GABAPENTIN","#FFD600",1102
"Balance disorder",107,0.00390653523183644,2.80042858416304,"GABAPENTIN","red",1103
"Blood glucose increased",71,0.00259218692953633,0.869883567051719,"GABAPENTIN","#FFFF93",1104
"Blood pressure increased",63,0.00230010952902519,0.829101879745296,"GABAPENTIN","#FFFF93",1105
"Cataract",34,0.00124132895217233,1.20426506262982,"GABAPENTIN","#FFFF0D",1106
"Chest pain",102,0.00372398685651698,1.2525267248751,"GABAPENTIN","#FFF100",1107
"Chills",34,0.00124132895217233,0.688044275658283,"GABAPENTIN","#FFFFC9",1108
"Chronic obstructive pulmonary disease",36,0.00131434830230011,1.417297620233,"GABAPENTIN","#FFBB00",1109
"Confusional state",109,0.00397955458196422,1.35591395909882,"GABAPENTIN","#FFD600",1110
"Constipation",148,0.00540343190945601,1.49984433550398,"GABAPENTIN","#FFA100",1111
"Contusion",62,0.0022635998539613,1.27210593940686,"GABAPENTIN","#FFF100",1112
"Cough",119,0.00434465133260314,0.920040161511641,"GABAPENTIN","#FFFF78",1113
"Death",149,0.0054399415845199,0.338377907454943,"GABAPENTIN","white",1114
"Decreased appetite",119,0.00434465133260314,0.965306872754847,"GABAPENTIN","#FFFF5D",1115
"Dehydration",86,0.00313983205549471,1.40435263610317,"GABAPENTIN","#FFBB00",1116
"Depression",167,0.00609711573566995,1.68607898687184,"GABAPENTIN","#FF6B00",1117
"Diabetes mellitus",44,0.00160642570281125,1.43053897270765,"GABAPENTIN","#FFBB00",1118
"Diarrhoea",365,0.0133260313983206,1.1564826897448,"GABAPENTIN","#FFFF28",1119
"Dizziness",301,0.0109894121942315,1.27081774031356,"GABAPENTIN","#FFF100",1120
"Drug dose omission",166,0.00606060606060606,0.738883974734324,"GABAPENTIN","#FFFFAE",1121
"Drug hypersensitivity",391,0.0142752829499817,2.50682534898594,"GABAPENTIN","red",1122
"Drug ineffective",551,0.0201168309602045,0.986295682491986,"GABAPENTIN","#FFFF5D",1123
"Dry mouth",43,0.00156991602774735,1.15614958328195,"GABAPENTIN","#FFFF28",1124
"Dysgeusia",43,0.00156991602774735,1.05088690489436,"GABAPENTIN","#FFFF43",1125
"Dyspepsia",40,0.00146038700255568,0.920105867715001,"GABAPENTIN","#FFFF78",1126
"Dysphagia",51,0.00186199342825849,1.16899547893247,"GABAPENTIN","#FFFF28",1127
"Dysphonia",39,0.00142387732749179,1.36793709296246,"GABAPENTIN","#FFD600",1128
"Dyspnoea",277,0.0101131799926981,1.05066999709261,"GABAPENTIN","#FFFF43",1129
"Fall",304,0.0110989412194231,1.76982256454978,"GABAPENTIN","#FF5000",1130
"Fatigue",472,0.017232566630157,1.23413588194496,"GABAPENTIN","#FFFF0D",1131
"Feeling abnormal",177,0.00646221248630887,1.44408778499626,"GABAPENTIN","#FFBB00",1132
"Gait disturbance",174,0.0063526834611172,1.83132672089406,"GABAPENTIN","#FF3500",1133
"Gastrooesophageal reflux disease",49,0.0017889740781307,1.46412798471632,"GABAPENTIN","#FFBB00",1134
"Headache",337,0.0123037604965316,1.07605892773539,"GABAPENTIN","#FFFF43",1135
"Heart rate increased",40,0.00146038700255568,0.944865080155332,"GABAPENTIN","#FFFF78",1136
"Hyperhidrosis",87,0.0031763417305586,1.36707166441197,"GABAPENTIN","#FFD600",1137
"Hypersensitivity",69,0.00251916757940854,0.864289187039502,"GABAPENTIN","#FFFF93",1138
"Hypertension",131,0.00478276743336984,1.35981002367353,"GABAPENTIN","#FFD600",1139
"Hypoaesthesia",138,0.00503833515881709,1.97715206174983,"GABAPENTIN","#FF0000",1140
"Hypotension",91,0.00332238043081417,1.01954331799272,"GABAPENTIN","#FFFF5D",1141
"Infection",47,0.00171595472800292,0.727273770903268,"GABAPENTIN","#FFFFAE",1142
"Influenza",41,0.00149689667761957,1.00579246400598,"GABAPENTIN","#FFFF5D",1143
"Insomnia",209,0.00763052208835341,1.53894016328292,"GABAPENTIN","#FFA100",1144
"Joint swelling",55,0.00200803212851406,1.0132646297043,"GABAPENTIN","#FFFF5D",1145
"Loss of consciousness",69,0.00251916757940854,1.2931920727025,"GABAPENTIN","#FFF100",1146
"Malaise",256,0.00934647681635633,0.974201840113289,"GABAPENTIN","#FFFF5D",1147
"Memory impairment",116,0.00423512230741146,1.61701695584523,"GABAPENTIN","#FF8600",1148
"Muscle spasms",147,0.00536692223439211,1.70336116951834,"GABAPENTIN","#FF5000",1149
"Muscular weakness",90,0.00328587075575027,1.66752786179724,"GABAPENTIN","#FF6B00",1150
"Musculoskeletal pain",50,0.0018254837531946,1.36699230346547,"GABAPENTIN","#FFD600",1151
"Myalgia",84,0.00306681270536692,1.02606164684036,"GABAPENTIN","#FFFF43",1152
"Nasal congestion",31,0.00113179992698065,1.36617618865743,"GABAPENTIN","#FFD600",1153
"Nasopharyngitis",81,0.00295728368017525,0.837053359070157,"GABAPENTIN","#FFFF93",1154
"Nausea",410,0.0149689667761957,1.10319710243055,"GABAPENTIN","#FFFF28",1155
"Neuropathy peripheral",131,0.00478276743336984,2.85751884759871,"GABAPENTIN","red",1156
"Off label use",181,0.00660825118656444,0.477488013368377,"GABAPENTIN","white",1157
"Oropharyngeal pain",48,0.00175246440306681,1.11598237813622,"GABAPENTIN","#FFFF28",1158
"Pain",363,0.0132530120481928,1.42479088559677,"GABAPENTIN","#FFBB00",1159
"Pain in extremity",226,0.00825118656443958,1.44382781106545,"GABAPENTIN","#FFBB00",1160
"Palpitations",47,0.00171595472800292,0.932527577963322,"GABAPENTIN","#FFFF78",1161
"Paraesthesia",141,0.00514786418400876,1.77988454542475,"GABAPENTIN","#FF3500",1162
"Peripheral swelling",155,0.00565899963490325,1.61824469791148,"GABAPENTIN","#FF8600",1163
"Pneumonia",194,0.00708287696239503,1.21665746346512,"GABAPENTIN","#FFFF0D",1164
"Product use issue",300,0.0109529025191676,1.10013787276751,"GABAPENTIN","#FFFF28",1165
"Pruritus",127,0.00463672873311428,0.930924535218488,"GABAPENTIN","#FFFF78",1166
"Pyrexia",102,0.00372398685651698,0.643788027068526,"GABAPENTIN","#FFFFE4",1167
"Rash",148,0.00540343190945601,0.795202828005004,"GABAPENTIN","#FFFFAE",1168
"Renal disorder",17,0.000620664476086163,0.66846916612079,"GABAPENTIN","#FFFFC9",1169
"Rhinorrhoea",23,0.000839722526469514,0.919992554184494,"GABAPENTIN","#FFFF78",1170
"Somnolence",193,0.00704636728733114,2.0736319107362,"GABAPENTIN","red",1171
"Swelling",55,0.00200803212851406,1.17757781289959,"GABAPENTIN","#FFFF0D",1172
