"","counts","type","freq"
"Plastic surgery to the face",2,"AE",6.45546535835902e-06
"Platelet aggregation",2,"AE",6.45546535835902e-06
"Platelet aggregation abnormal",2,"AE",6.45546535835902e-06
"Platelet function test abnormal",2,"AE",6.45546535835902e-06
"Platypnoea",2,"AE",6.45546535835902e-06
"Pleural mesothelioma malignant",2,"AE",6.45546535835902e-06
"Pneumonia parainfluenzae viral",2,"AE",6.45546535835902e-06
"POEMS syndrome",2,"AE",6.45546535835902e-06
"Polycystic liver disease",2,"AE",6.45546535835902e-06
"Polydipsia psychogenic",2,"AE",6.45546535835902e-06
"Polymerase chain reaction",2,"AE",6.45546535835902e-06
"Poor dental condition",2,"AE",6.45546535835902e-06
"Poor response to ovulation induction",2,"AE",6.45546535835902e-06
"Poor sucking reflex",2,"AE",6.45546535835902e-06
"Poor weight gain neonatal",2,"AE",6.45546535835902e-06
"Porcelain gallbladder",2,"AE",6.45546535835902e-06
"Portal vein stenosis",2,"AE",6.45546535835902e-06
"Portal venous system anomaly",2,"AE",6.45546535835902e-06
"Post abortion haemorrhage",2,"AE",6.45546535835902e-06
"Post cholecystectomy syndrome",2,"AE",6.45546535835902e-06
"Post infection glomerulonephritis",2,"AE",6.45546535835902e-06
"Post polio syndrome",2,"AE",6.45546535835902e-06
"Post procedural oedema",2,"AE",6.45546535835902e-06
"Post procedural stroke",2,"AE",6.45546535835902e-06
"Post viral fatigue syndrome",2,"AE",6.45546535835902e-06
"Post-traumatic headache",2,"AE",6.45546535835902e-06
"Post-tussive vomiting",2,"AE",6.45546535835902e-06
"Posterior capsule rupture",2,"AE",6.45546535835902e-06
"Postoperative respiratory failure",2,"AE",6.45546535835902e-06
"Posturing",2,"AE",6.45546535835902e-06
"Potassium wasting nephropathy",2,"AE",6.45546535835902e-06
"Precerebral artery thrombosis",2,"AE",6.45546535835902e-06
"Pregnancy test negative",2,"AE",6.45546535835902e-06
"Pregnancy test urine positive",2,"AE",6.45546535835902e-06
"Pregnancy with contraceptive patch",2,"AE",6.45546535835902e-06
"Premenstrual dysphoric disorder",2,"AE",6.45546535835902e-06
"Procedural hypertension",2,"AE",6.45546535835902e-06
"Product identification number issue",2,"AE",6.45546535835902e-06
"Progesterone decreased",2,"AE",6.45546535835902e-06
"Progressive massive fibrosis",2,"AE",6.45546535835902e-06
"Prohormone brain natriuretic peptide increased",2,"AE",6.45546535835902e-06
"Prolapse repair",2,"AE",6.45546535835902e-06
"Prophylaxis",2,"AE",6.45546535835902e-06
"Propionibacterium infection",2,"AE",6.45546535835902e-06
"Prostate examination abnormal",2,"AE",6.45546535835902e-06
"Prostate tenderness",2,"AE",6.45546535835902e-06
"Prostatic calcification",2,"AE",6.45546535835902e-06
"Prostatic mass",2,"AE",6.45546535835902e-06
"Protein S decreased",2,"AE",6.45546535835902e-06
"Proteus test positive",2,"AE",6.45546535835902e-06
"Pseudocyst",2,"AE",6.45546535835902e-06
"Pseudomonas aeruginosa meningitis",2,"AE",6.45546535835902e-06
"Pseudopolyposis",2,"AE",6.45546535835902e-06
"Psychopathic personality",2,"AE",6.45546535835902e-06
"Pubic pain",2,"AE",6.45546535835902e-06
"Puerperal pyrexia",2,"AE",6.45546535835902e-06
"Pulmonary arterial wedge pressure decreased",2,"AE",6.45546535835902e-06
"Pulmonary fistula",2,"AE",6.45546535835902e-06
"Pulmonary hilum mass",2,"AE",6.45546535835902e-06
"Pulmonary hypertensive crisis",2,"AE",6.45546535835902e-06
"Pulmonary valve disease",2,"AE",6.45546535835902e-06
"Pulmonary vein occlusion",2,"AE",6.45546535835902e-06
"Pupillary light reflex tests abnormal",2,"AE",6.45546535835902e-06
"Pyometra",2,"AE",6.45546535835902e-06
"Pyomyositis",2,"AE",6.45546535835902e-06
"Pyromania",2,"AE",6.45546535835902e-06
"Radiation associated pain",2,"AE",6.45546535835902e-06
"Radical mastectomy",2,"AE",6.45546535835902e-06
"Radiotherapy to breast",2,"AE",6.45546535835902e-06
"Radiotherapy to prostate",2,"AE",6.45546535835902e-06
"Rash scarlatiniform",2,"AE",6.45546535835902e-06
"Rectal obstruction",2,"AE",6.45546535835902e-06
"Rectal spasm",2,"AE",6.45546535835902e-06
"Rectosigmoid cancer recurrent",2,"AE",6.45546535835902e-06
"Recurrence of neuromuscular blockade",2,"AE",6.45546535835902e-06
"Red blood cell sedimentation rate decreased",2,"AE",6.45546535835902e-06
"Red cell distribution width abnormal",2,"AE",6.45546535835902e-06
"Refeeding syndrome",2,"AE",6.45546535835902e-06
"Removal of inert matter from skin or subcutaneous tissue",2,"AE",6.45546535835902e-06
"Renal amyloidosis",2,"AE",6.45546535835902e-06
"Renal cancer stage I",2,"AE",6.45546535835902e-06
"Renal cancer stage IV",2,"AE",6.45546535835902e-06
"Renal cell carcinoma stage I",2,"AE",6.45546535835902e-06
"Renal cyst ruptured",2,"AE",6.45546535835902e-06
"Renal graft infection",2,"AE",6.45546535835902e-06
"Renal hypertension",2,"AE",6.45546535835902e-06
"Renal tuberculosis",2,"AE",6.45546535835902e-06
"Renal vasculitis",2,"AE",6.45546535835902e-06
"Reocclusion",2,"AE",6.45546535835902e-06
"Reperfusion injury",2,"AE",6.45546535835902e-06
"Repetitive strain injury",2,"AE",6.45546535835902e-06
"Resorption bone increased",2,"AE",6.45546535835902e-06
"Respiratory therapy",2,"AE",6.45546535835902e-06
"Respite care",2,"AE",6.45546535835902e-06
"Retained placenta operation",2,"AE",6.45546535835902e-06
"Reticulocyte count abnormal",2,"AE",6.45546535835902e-06
"Reticulocytosis",2,"AE",6.45546535835902e-06
"Retinal aneurysm",2,"AE",6.45546535835902e-06
"Retinal artery thrombosis",2,"AE",6.45546535835902e-06
"Retinal deposits",2,"AE",6.45546535835902e-06
"Retinal fibrosis",2,"AE",6.45546535835902e-06
"Retinogram abnormal",2,"AE",6.45546535835902e-06
"Rhabdomyosarcoma",2,"AE",6.45546535835902e-06
"Rhesus antibodies positive",2,"AE",6.45546535835902e-06
"Right ventricle outflow tract obstruction",2,"AE",6.45546535835902e-06
"Right ventricular hypertension",2,"AE",6.45546535835902e-06
"Right-to-left cardiac shunt",2,"AE",6.45546535835902e-06
"Rocky mountain spotted fever",2,"AE",6.45546535835902e-06
"Romberg test positive",2,"AE",6.45546535835902e-06
"Roseola",2,"AE",6.45546535835902e-06
"Rubella antibody positive",2,"AE",6.45546535835902e-06
"Salivary duct obstruction",2,"AE",6.45546535835902e-06
"Salivary gland pain",2,"AE",6.45546535835902e-06
"Salmonella sepsis",2,"AE",6.45546535835902e-06
"Salmonella test positive",2,"AE",6.45546535835902e-06
"Sarcoma uterus",2,"AE",6.45546535835902e-06
"Sarcopenia",2,"AE",6.45546535835902e-06
"Scan abnormal",2,"AE",6.45546535835902e-06
"Schistocytosis",2,"AE",6.45546535835902e-06
"Schizoid personality disorder",2,"AE",6.45546535835902e-06
"Schizophreniform disorder",2,"AE",6.45546535835902e-06
"Sciatic nerve palsy",2,"AE",6.45546535835902e-06
"Scleral pigmentation",2,"AE",6.45546535835902e-06
"Scleral thinning",2,"AE",6.45546535835902e-06
"Sclerectomy",2,"AE",6.45546535835902e-06
"Scleroderma associated digital ulcer",2,"AE",6.45546535835902e-06
"Scleromalacia",2,"AE",6.45546535835902e-06
"Sclerotherapy",2,"AE",6.45546535835902e-06
"Scrotal inflammation",2,"AE",6.45546535835902e-06
"Scrotal mass",2,"AE",6.45546535835902e-06
"Sebaceous gland disorder",2,"AE",6.45546535835902e-06
"Sebaceous glands overactivity",2,"AE",6.45546535835902e-06
"Secondary cerebellar degeneration",2,"AE",6.45546535835902e-06
"Secondary hypothyroidism",2,"AE",6.45546535835902e-06
"Seizure anoxic",2,"AE",6.45546535835902e-06
"Septic encephalopathy",2,"AE",6.45546535835902e-06
"Septic rash",2,"AE",6.45546535835902e-06
"Severe acute respiratory syndrome",2,"AE",6.45546535835902e-06
"Sexual activity increased",2,"AE",6.45546535835902e-06
"Sexually transmitted disease",2,"AE",6.45546535835902e-06
"Shoplifting",2,"AE",6.45546535835902e-06
"Shortened cervix",2,"AE",6.45546535835902e-06
"Shunt infection",2,"AE",6.45546535835902e-06
"Shunt malfunction",2,"AE",6.45546535835902e-06
"Shunt occlusion",2,"AE",6.45546535835902e-06
"Single umbilical artery",2,"AE",6.45546535835902e-06
"Sinonasal papilloma",2,"AE",6.45546535835902e-06
"Sinus rhythm",2,"AE",6.45546535835902e-06
"Skin graft contracture",2,"AE",6.45546535835902e-06
"Skin hyperplasia",2,"AE",6.45546535835902e-06
"Skin neoplasm bleeding",2,"AE",6.45546535835902e-06
"Sleep disorder due to general medical condition, hypersomnia type",2,"AE",6.45546535835902e-06
"Smooth muscle antibody positive",2,"AE",6.45546535835902e-06
"Snake bite",2,"AE",6.45546535835902e-06
"Soft tissue atrophy",2,"AE",6.45546535835902e-06
"Soft tissue neoplasm",2,"AE",6.45546535835902e-06
"Somatic dysfunction",2,"AE",6.45546535835902e-06
"Speech rehabilitation",2,"AE",6.45546535835902e-06
"Sperm concentration zero",2,"AE",6.45546535835902e-06
"Spermatorrhoea",2,"AE",6.45546535835902e-06
"Spinal instability",2,"AE",6.45546535835902e-06
"Spinal rod insertion",2,"AE",6.45546535835902e-06
"Spinal subdural haematoma",2,"AE",6.45546535835902e-06
"Spinal X-ray abnormal",2,"AE",6.45546535835902e-06
"Spleen contusion",2,"AE",6.45546535835902e-06
"Splenic embolism",2,"AE",6.45546535835902e-06
"Splenic necrosis",2,"AE",6.45546535835902e-06
"Spontaneous ejaculation",2,"AE",6.45546535835902e-06
"Squamous cell carcinoma of pharynx",2,"AE",6.45546535835902e-06
"Squamous cell carcinoma of the cervix",2,"AE",6.45546535835902e-06
"Squamous cell carcinoma of the vulva",2,"AE",6.45546535835902e-06
"Staphylococcal scalded skin syndrome",2,"AE",6.45546535835902e-06
"Stenotrophomonas test positive",2,"AE",6.45546535835902e-06
"Stertor",2,"AE",6.45546535835902e-06
"Sticky skin",2,"AE",6.45546535835902e-06
"Stoma site cellulitis",2,"AE",6.45546535835902e-06
"Stoma site hypersensitivity",2,"AE",6.45546535835902e-06
"Stomatitis haemorrhagic",2,"AE",6.45546535835902e-06
"Strangury",2,"AE",6.45546535835902e-06
"Subacute endocarditis",2,"AE",6.45546535835902e-06
"Subchorionic haematoma",2,"AE",6.45546535835902e-06
"Subclavian artery occlusion",2,"AE",6.45546535835902e-06
"Subclavian artery stenosis",2,"AE",6.45546535835902e-06
"Subclavian artery thrombosis",2,"AE",6.45546535835902e-06
"Subdural hygroma",2,"AE",6.45546535835902e-06
"Subretinal fibrosis",2,"AE",6.45546535835902e-06
"Sudden infant death syndrome",2,"AE",6.45546535835902e-06
"Superficial spreading melanoma stage unspecified",2,"AE",6.45546535835902e-06
"Supportive care",2,"AE",6.45546535835902e-06
"Sweat discolouration",2,"AE",6.45546535835902e-06
"Sweating fever",2,"AE",6.45546535835902e-06
"Systemic viral infection",2,"AE",6.45546535835902e-06
"T-cell chronic lymphocytic leukaemia",2,"AE",6.45546535835902e-06
"T-cell lymphoma recurrent",2,"AE",6.45546535835902e-06
"T-cell type acute leukaemia",2,"AE",6.45546535835902e-06
"Tachycardia induced cardiomyopathy",2,"AE",6.45546535835902e-06
"Taciturnity",2,"AE",6.45546535835902e-06
"Tandem gait test abnormal",2,"AE",6.45546535835902e-06
"Tangentiality",2,"AE",6.45546535835902e-06
"Tendon calcification",2,"AE",6.45546535835902e-06
"Tendon laxity",2,"AE",6.45546535835902e-06
"Testicular failure",2,"AE",6.45546535835902e-06
"Testicular injury",2,"AE",6.45546535835902e-06
"Testicular oedema",2,"AE",6.45546535835902e-06
"Testicular operation",2,"AE",6.45546535835902e-06
"Thalassaemia beta",2,"AE",6.45546535835902e-06
"Therapeutic drug monitoring analysis not performed",2,"AE",6.45546535835902e-06
"Thoracic outlet syndrome",2,"AE",6.45546535835902e-06
"Thrombin time abnormal",2,"AE",6.45546535835902e-06
"Thrombosis mesenteric vessel",2,"AE",6.45546535835902e-06
"Thunderclap headache",2,"AE",6.45546535835902e-06
"Thymus disorder",2,"AE",6.45546535835902e-06
"Thymus enlargement",2,"AE",6.45546535835902e-06
"Thymus hypoplasia",2,"AE",6.45546535835902e-06
"Thyroglobulin decreased",2,"AE",6.45546535835902e-06
"Thyroid haemorrhage",2,"AE",6.45546535835902e-06
"Tibial torsion",2,"AE",6.45546535835902e-06
"Tinel's sign",2,"AE",6.45546535835902e-06
"Tongue atrophy",2,"AE",6.45546535835902e-06
"Tongue eruption",2,"AE",6.45546535835902e-06
"Tongue necrosis",2,"AE",6.45546535835902e-06
"Tonsillar haemorrhage",2,"AE",6.45546535835902e-06
"Tonsillar neoplasm",2,"AE",6.45546535835902e-06
"Tonsillolith",2,"AE",6.45546535835902e-06
"Tooth development disorder",2,"AE",6.45546535835902e-06
"Tooth pulp haemorrhage",2,"AE",6.45546535835902e-06
"Total bile acids increased",2,"AE",6.45546535835902e-06
"Total complement activity decreased",2,"AE",6.45546535835902e-06
"Toxic goitre",2,"AE",6.45546535835902e-06
"Toxic shock syndrome streptococcal",2,"AE",6.45546535835902e-06
"Tracheal cancer",2,"AE",6.45546535835902e-06
"Tracheal fistula",2,"AE",6.45546535835902e-06
"Tracheal inflammation",2,"AE",6.45546535835902e-06
"Tracheal oedema",2,"AE",6.45546535835902e-06
"Tracheal operation",2,"AE",6.45546535835902e-06
"Tracheobronchitis viral",2,"AE",6.45546535835902e-06
"Tracheostomy tube removal",2,"AE",6.45546535835902e-06
"Transferrin saturation decreased",2,"AE",6.45546535835902e-06
"Traumatic renal injury",2,"AE",6.45546535835902e-06
"Tri-iodothyronine decreased",2,"AE",6.45546535835902e-06
"Tri-iodothyronine free abnormal",2,"AE",6.45546535835902e-06
"Trichodysplasia spinulosa",2,"AE",6.45546535835902e-06
"Trichomoniasis",2,"AE",6.45546535835902e-06
"Trichophytosis",2,"AE",6.45546535835902e-06
"Tricuspid valve repair",2,"AE",6.45546535835902e-06
"Truncus coeliacus thrombosis",2,"AE",6.45546535835902e-06
"Trunk injury",2,"AE",6.45546535835902e-06
"Tuberculosis gastrointestinal",2,"AE",6.45546535835902e-06
"Tubulointerstitial nephritis and uveitis syndrome",2,"AE",6.45546535835902e-06
"Tumour marker abnormal",2,"AE",6.45546535835902e-06
"Tympanic membrane hyperaemia",2,"AE",6.45546535835902e-06
"Tympanoplasty",2,"AE",6.45546535835902e-06
"Type 1 lepra reaction",2,"AE",6.45546535835902e-06
"Ulnar nerve palsy",2,"AE",6.45546535835902e-06
"Ultrasound foetal abnormal",2,"AE",6.45546535835902e-06
"Umbilical cord compression",2,"AE",6.45546535835902e-06
"Umbilical hernia perforation",2,"AE",6.45546535835902e-06
"Undifferentiated connective tissue disease",2,"AE",6.45546535835902e-06
"Unemployment",2,"AE",6.45546535835902e-06
"Unevaluable investigation",2,"AE",6.45546535835902e-06
"Unwanted pregnancy",2,"AE",6.45546535835902e-06
"Upper airway resistance syndrome",2,"AE",6.45546535835902e-06
"Upper respiratory fungal infection",2,"AE",6.45546535835902e-06
"Upper respiratory tract infection bacterial",2,"AE",6.45546535835902e-06
"Urethral injury",2,"AE",6.45546535835902e-06
"Urethral perforation",2,"AE",6.45546535835902e-06
"Urethral prolapse",2,"AE",6.45546535835902e-06
"Urinary anastomotic leak",2,"AE",6.45546535835902e-06
"Urinary bladder abscess",2,"AE",6.45546535835902e-06
"Urinary bladder rupture",2,"AE",6.45546535835902e-06
"Urinary tract infection neonatal",2,"AE",6.45546535835902e-06
"Urine calcium decreased",2,"AE",6.45546535835902e-06
"Urine cannabinoids increased",2,"AE",6.45546535835902e-06
"Urine cytology abnormal",2,"AE",6.45546535835902e-06
"Urine phosphorus abnormal",2,"AE",6.45546535835902e-06
"Urine phosphorus increased",2,"AE",6.45546535835902e-06
"Urine potassium abnormal",2,"AE",6.45546535835902e-06
"Urine potassium increased",2,"AE",6.45546535835902e-06
"Urine protein/creatinine ratio abnormal",2,"AE",6.45546535835902e-06
"Urticaria physical",2,"AE",6.45546535835902e-06
"Uterine abscess",2,"AE",6.45546535835902e-06
"Uterine atony",2,"AE",6.45546535835902e-06
"Uterine atrophy",2,"AE",6.45546535835902e-06
"Uterine cervical metaplasia",2,"AE",6.45546535835902e-06
"Uterine hyperstimulation",2,"AE",6.45546535835902e-06
"Uterine tenderness",2,"AE",6.45546535835902e-06
"Vacuum extractor delivery",2,"AE",6.45546535835902e-06
"Vaginal haematoma",2,"AE",6.45546535835902e-06
"Vaginal perforation",2,"AE",6.45546535835902e-06
"Vaginal prolapse repair",2,"AE",6.45546535835902e-06
"Vagus nerve disorder",2,"AE",6.45546535835902e-06
"Varicella virus test positive",2,"AE",6.45546535835902e-06
"Vascular access malfunction",2,"AE",6.45546535835902e-06
"Vascular bypass dysfunction",2,"AE",6.45546535835902e-06
"Vascular cauterisation",2,"AE",6.45546535835902e-06
"Vascular dissection",2,"AE",6.45546535835902e-06
"Vascular fragility",2,"AE",6.45546535835902e-06
"Vasculitis gastrointestinal",2,"AE",6.45546535835902e-06
"Vasomotor rhinitis",2,"AE",6.45546535835902e-06
"Venomous sting",2,"AE",6.45546535835902e-06
"Venous oxygen saturation decreased",2,"AE",6.45546535835902e-06
"Venous stent insertion",2,"AE",6.45546535835902e-06
"Ventricular drainage",2,"AE",6.45546535835902e-06
"Ventriculo-peritoneal shunt",2,"AE",6.45546535835902e-06
"Vertebral artery hypoplasia",2,"AE",6.45546535835902e-06
"Vertebral artery thrombosis",2,"AE",6.45546535835902e-06
"Vertebral column mass",2,"AE",6.45546535835902e-06
"Vertebrobasilar insufficiency",2,"AE",6.45546535835902e-06
"Vessel perforation",2,"AE",6.45546535835902e-06
"Vessel puncture site haemorrhage",2,"AE",6.45546535835902e-06
"Viral load",2,"AE",6.45546535835902e-06
"Viral pericarditis",2,"AE",6.45546535835902e-06
"Viral rash",2,"AE",6.45546535835902e-06
"Viral uveitis",2,"AE",6.45546535835902e-06
"Viral vasculitis",2,"AE",6.45546535835902e-06
"Virilism",2,"AE",6.45546535835902e-06
"Visceral leishmaniasis",2,"AE",6.45546535835902e-06
"Vital dye staining cornea present",2,"AE",6.45546535835902e-06
"Vitamin B6 deficiency",2,"AE",6.45546535835902e-06
"Vitamin C decreased",2,"AE",6.45546535835902e-06
"Vitamin C deficiency",2,"AE",6.45546535835902e-06
"VIth nerve paresis",2,"AE",6.45546535835902e-06
"Vitreous adhesions",2,"AE",6.45546535835902e-06
"Vitreous haze",2,"AE",6.45546535835902e-06
"Vocal cord leukoplakia",2,"AE",6.45546535835902e-06
"Vocal cord paresis",2,"AE",6.45546535835902e-06
"Von Willebrand's factor activity decreased",2,"AE",6.45546535835902e-06
"Von Willebrand's factor inhibition",2,"AE",6.45546535835902e-06
"Vulval cancer stage 0",2,"AE",6.45546535835902e-06
"Vulval cellulitis",2,"AE",6.45546535835902e-06
"Vulval neoplasm",2,"AE",6.45546535835902e-06
"Vulvovaginal adhesion",2,"AE",6.45546535835902e-06
"Vulvovaginal warts",2,"AE",6.45546535835902e-06
"Vulvovaginitis streptococcal",2,"AE",6.45546535835902e-06
"Waldenstrom's macroglobulinaemia",2,"AE",6.45546535835902e-06
"Water pollution",2,"AE",6.45546535835902e-06
"Weight decrease neonatal",2,"AE",6.45546535835902e-06
"White blood cell count",2,"AE",6.45546535835902e-06
"Wound evisceration",2,"AE",6.45546535835902e-06
"Wound haematoma",2,"AE",6.45546535835902e-06
"Yellow nail syndrome",2,"AE",6.45546535835902e-06
"Yersinia infection",2,"AE",6.45546535835902e-06
"Zinc deficiency",2,"AE",6.45546535835902e-06
"17-hydroxyprogesterone increased",1,"AE",3.22773267917951e-06
"Abdominal fat apron",1,"AE",3.22773267917951e-06
"Abdominal hernia perforation",1,"AE",3.22773267917951e-06
"Abdominal rebound tenderness",1,"AE",3.22773267917951e-06
"Abdominal wall infection",1,"AE",3.22773267917951e-06
"Abdominal wall mass",1,"AE",3.22773267917951e-06
"Abdominal wall neoplasm malignant",1,"AE",3.22773267917951e-06
"Abnormal palmar/plantar creases",1,"AE",3.22773267917951e-06
"ABO incompatibility",1,"AE",3.22773267917951e-06
"Abortion infected",1,"AE",3.22773267917951e-06
"Abortion spontaneous complete",1,"AE",3.22773267917951e-06
"Abscess of eyelid",1,"AE",3.22773267917951e-06
"Accessory navicular syndrome",1,"AE",3.22773267917951e-06
"Accidental device ingestion by a child",1,"AE",3.22773267917951e-06
"Achromotrichia acquired",1,"AE",3.22773267917951e-06
"Acid base balance",1,"AE",3.22773267917951e-06
"Acid fast bacilli infection",1,"AE",3.22773267917951e-06
"Acoustic neuritis",1,"AE",3.22773267917951e-06
"Acquired bronchial cyst",1,"AE",3.22773267917951e-06
"Acquired claw toe",1,"AE",3.22773267917951e-06
"Acquired cystic kidney disease",1,"AE",3.22773267917951e-06
"Acquired haemophilia with anti FVIII, XI, or XIII",1,"AE",3.22773267917951e-06
"Acquired hydrocele",1,"AE",3.22773267917951e-06
"Acral lentiginous melanoma",1,"AE",3.22773267917951e-06
"Acrophobia",1,"AE",3.22773267917951e-06
"Actinomyces test positive",1,"AE",3.22773267917951e-06
"Actinomycotic abdominal infection",1,"AE",3.22773267917951e-06
"Activated partial thromboplastin time ratio increased",1,"AE",3.22773267917951e-06
"Activated protein C resistance",1,"AE",3.22773267917951e-06
"Acute endocarditis",1,"AE",3.22773267917951e-06
"Acute haemolytic transfusion reaction",1,"AE",3.22773267917951e-06
"Acute haemorrhagic conjunctivitis",1,"AE",3.22773267917951e-06
"Acute haemorrhagic ulcerative colitis",1,"AE",3.22773267917951e-06
"Acute HIV infection",1,"AE",3.22773267917951e-06
"Acute motor-sensory axonal neuropathy",1,"AE",3.22773267917951e-06
"Acute post asthmatic amyotrophy",1,"AE",3.22773267917951e-06
"Acute vestibular syndrome",1,"AE",3.22773267917951e-06
"Adenocarcinoma of appendix",1,"AE",3.22773267917951e-06
"Adenoiditis",1,"AE",3.22773267917951e-06
"Adenomatous polyposis coli",1,"AE",3.22773267917951e-06
"Adenosquamous carcinoma of the cervix",1,"AE",3.22773267917951e-06
"Adenosquamous cell lung cancer",1,"AE",3.22773267917951e-06
"Adenoviral conjunctivitis",1,"AE",3.22773267917951e-06
"Adenoviral hepatitis",1,"AE",3.22773267917951e-06
"Adjusted calcium decreased",1,"AE",3.22773267917951e-06
"Administration related reaction",1,"AE",3.22773267917951e-06
"Administration site calcification",1,"AE",3.22773267917951e-06
"Administration site erosion",1,"AE",3.22773267917951e-06
"Administration site haematoma",1,"AE",3.22773267917951e-06
"Administration site infection",1,"AE",3.22773267917951e-06
"Administration site injury",1,"AE",3.22773267917951e-06
"Administration site mass",1,"AE",3.22773267917951e-06
"Administration site movement impairment",1,"AE",3.22773267917951e-06
"Administration site necrosis",1,"AE",3.22773267917951e-06
"Administration site oedema",1,"AE",3.22773267917951e-06
"Administration site scab",1,"AE",3.22773267917951e-06
"Administration site scar",1,"AE",3.22773267917951e-06
"Administration site streaking",1,"AE",3.22773267917951e-06
"Administration site thrombosis",1,"AE",3.22773267917951e-06
"Adnexa uteri cyst",1,"AE",3.22773267917951e-06
"Adolescence",1,"AE",3.22773267917951e-06
"Adrenal cortex necrosis",1,"AE",3.22773267917951e-06
"Adrenal cyst",1,"AE",3.22773267917951e-06
"Adrenal haematoma",1,"AE",3.22773267917951e-06
"Adrenal insufficiency neonatal",1,"AE",3.22773267917951e-06
"Adrenalectomy",1,"AE",3.22773267917951e-06
"Adverse food reaction",1,"AE",3.22773267917951e-06
"Aeromonas infection",1,"AE",3.22773267917951e-06
"Aesthesioneuroblastoma",1,"AE",3.22773267917951e-06
"Afterbirth pain",1,"AE",3.22773267917951e-06
"Agnosia",1,"AE",3.22773267917951e-06
"Airway burns",1,"AE",3.22773267917951e-06
"Albright's disease",1,"AE",3.22773267917951e-06
"Alcaligenes infection",1,"AE",3.22773267917951e-06
"Alcoholic hangover",1,"AE",3.22773267917951e-06
"Aldolase increased",1,"AE",3.22773267917951e-06
"Alkalosis hypochloraemic",1,"AE",3.22773267917951e-06
"Allergic eosinophilia",1,"AE",3.22773267917951e-06
"Allogenic bone marrow transplantation therapy",1,"AE",3.22773267917951e-06
"Alloimmunisation",1,"AE",3.22773267917951e-06
"Alopecia universalis",1,"AE",3.22773267917951e-06
"Alpha 1 microglobulin increased",1,"AE",3.22773267917951e-06
"Alpha 2 globulin increased",1,"AE",3.22773267917951e-06
"Alpha hydroxybutyrate dehydrogenase increased",1,"AE",3.22773267917951e-06
"Alpha tumour necrosis factor",1,"AE",3.22773267917951e-06
"Alpha tumour necrosis factor increased",1,"AE",3.22773267917951e-06
"Alpha-1 anti-trypsin decreased",1,"AE",3.22773267917951e-06
"Alpha-1 anti-trypsin increased",1,"AE",3.22773267917951e-06
"Alveolar oxygen partial pressure decreased",1,"AE",3.22773267917951e-06
"Ambidexterity",1,"AE",3.22773267917951e-06
"Amblyopia congenital",1,"AE",3.22773267917951e-06
"Ameloblastoma",1,"AE",3.22773267917951e-06
"Amino acid level abnormal",1,"AE",3.22773267917951e-06
"Amino acid metabolism disorder",1,"AE",3.22773267917951e-06
"Amniotic band syndrome",1,"AE",3.22773267917951e-06
"Amniotic cavity disorder",1,"AE",3.22773267917951e-06
"Amniotic fluid volume increased",1,"AE",3.22773267917951e-06
"Amoebic colitis",1,"AE",3.22773267917951e-06
"Amoebic dysentery",1,"AE",3.22773267917951e-06
"Amputation stump pain",1,"AE",3.22773267917951e-06
"Amylase abnormal",1,"AE",3.22773267917951e-06
"Anaemia folate deficiency",1,"AE",3.22773267917951e-06
"Anaesthesia procedure",1,"AE",3.22773267917951e-06
"Anal chlamydia infection",1,"AE",3.22773267917951e-06
"Anal erosion",1,"AE",3.22773267917951e-06
"Anal fistula excision",1,"AE",3.22773267917951e-06
"Anal injury",1,"AE",3.22773267917951e-06
"Anal neoplasm",1,"AE",3.22773267917951e-06
"Anal polyp",1,"AE",3.22773267917951e-06
"Anal spasm",1,"AE",3.22773267917951e-06
"Analgesic therapy",1,"AE",3.22773267917951e-06
"Anaplastic astrocytoma",1,"AE",3.22773267917951e-06
"Anaplastic large cell lymphoma T- and null-cell types refractory",1,"AE",3.22773267917951e-06
"Anaplastic oligodendroglioma",1,"AE",3.22773267917951e-06
"Anastomotic fistula",1,"AE",3.22773267917951e-06
"Androgenetic alopecia",1,"AE",3.22773267917951e-06
"Androgens abnormal",1,"AE",3.22773267917951e-06
"Aneurysmectomy",1,"AE",3.22773267917951e-06
"Angiogram cerebral abnormal",1,"AE",3.22773267917951e-06
"Angiolipoma",1,"AE",3.22773267917951e-06
"Anhidrosis",1,"AE",3.22773267917951e-06
"Anion gap decreased",1,"AE",3.22773267917951e-06
"Anisakiasis",1,"AE",3.22773267917951e-06
"Anomalous atrioventricular excitation",1,"AE",3.22773267917951e-06
"Anorectal stenosis",1,"AE",3.22773267917951e-06
"Anorectal swelling",1,"AE",3.22773267917951e-06
"Anorectal varices haemorrhage",1,"AE",3.22773267917951e-06
"Anterior chamber cell",1,"AE",3.22773267917951e-06
"Anterior chamber collapse",1,"AE",3.22773267917951e-06
"Anterior chamber fibrin",1,"AE",3.22773267917951e-06
"Anterior chamber opacity",1,"AE",3.22773267917951e-06
"Anthrax",1,"AE",3.22773267917951e-06
"Anti factor V antibody",1,"AE",3.22773267917951e-06
"Anti factor X activity decreased",1,"AE",3.22773267917951e-06
"Anti factor X activity increased",1,"AE",3.22773267917951e-06
"Anti-androgen withdrawal syndrome",1,"AE",3.22773267917951e-06
"Anti-cyclic citrullinated peptide antibody",1,"AE",3.22773267917951e-06
"Anti-erythrocyte antibody positive",1,"AE",3.22773267917951e-06
"Anti-erythropoietin antibody negative",1,"AE",3.22773267917951e-06
